Level,MoneyProfit,CommonUpgradeCost,RareUpgradeCost,LegendaryUpgradeCost
1521,3.97471717267366E+19,5.98993087500892E+30,4.76412266730041E+30,1.10175532363414E+30
1522,4.12243918583099E+19,6.26651128824177E+30,5.02666192076995E+30,1.16183696375005E+30
1523,4.27016119898832E+19,6.54735232744246E+30,5.29656045449241E+30,1.22356142265874E+30
1524,4.41788321214565E+19,6.83249699595994E+30,5.57396082662361E+30,1.28696005580929E+30
1525,4.56560522530298E+19,7.12198859769279E+30,5.85900768363104E+30,1.35206467407247E+30
1526,4.71332723846031E+19,7.41587073844258E+30,6.15184778397414E+30,1.41890754888068E+30
1527,4.86104925161764E+19,7.71418732727019E+30,6.45263002199004E+30,1.48752141741230E+30
1528,5.00877126477497E+19,8.01698257785518E+30,6.76150545198595E+30,1.55793948782089E+30
1529,5.15649327793231E+19,8.32430100985827E+30,7.07862731253964E+30,1.63019544450936E+30
1530,5.30421529108964E+19,8.63618745028664E+30,7.40415105100913E+30,1.70432345344948E+30
1531,5.50948842285481E+19,9.04719236840709E+30,7.81991981489352E+30,1.79915178133004E+30
1532,5.71476155461998E+19,9.46447115120401E+30,8.24714465145341E+30,1.89653321396601E+30
1533,5.92003468638515E+19,9.88808632644285E+30,8.68604358323135E+30,1.99651566673251E+30
1534,6.12530781815032E+19,1.03181008528017E+31,9.13683777368738E+30,2.09914773972991E+30
1535,6.33058094991549E+19,1.07545781217825E+31,9.59975156225124E+30,2.20447872539092E+30
1536,6.53585408168066E+19,1.11975819596267E+31,1.00750124996741E+31,2.31255861615269E+30
1537,6.74112721344583E+19,1.16471766292352E+31,1.05628513836814E+31,2.42343811219390E+30
1538,6.94640034521100E+19,1.21034268320918E+31,1.10635022949287E+31,2.53716862923765E+30
1539,7.15167347697617E+19,1.25663977101916E+31,1.15772026332626E+31,2.65380230642036E+30
1540,7.35694660874134E+19,1.30361548479735E+31,1.21041931542886E+31,2.77339201422702E+30
1541,7.64239613716050E+19,1.36560297155583E+31,1.27787802209457E+31,2.92669533039613E+30
1542,7.92784566557967E+19,1.42852331339041E+31,1.34715065737736E+31,3.08403400909209E+30
1543,8.21329519399884E+19,1.49238566437203E+31,1.41827100508434E+31,3.24548223453189E+30
1544,8.49874472241800E+19,1.55719924063890E+31,1.49127332635091E+31,3.41111523111138E+30
1545,8.78419425083717E+19,1.62297332066724E+31,1.56619236487151E+31,3.58100927475553E+30
1546,9.06964377925633E+19,1.68971724554241E+31,1.64306335217428E+31,3.75524170436373E+30
1547,9.35509330767550E+19,1.75744041923081E+31,1.72192201293989E+31,3.93389093335071E+30
1548,9.64054283609466E+19,1.82615230885224E+31,1.80280457036477E+31,4.11703646128364E+30
1549,9.92599236451383E+19,1.89586244495292E+31,1.88574775156909E+31,4.30475888561611E+30
1550,1.02114418929330E+20,1.96658042177900E+31,1.97078879304969E+31,4.49713991351934E+30
1551,1.06086669825681E+20,2.06002079038416E+31,2.07987957613118E+31,4.74424896415204E+30
1552,1.10058920722032E+20,2.15484775317840E+31,2.19183645379983E+31,4.99772374051830E+30
1553,1.14031171618383E+20,2.25107471018186E+31,2.30671170414367E+31,5.25767894693766E+30
1554,1.18003422514734E+20,2.34871515082551E+31,2.42455833001208E+31,5.52423086653519E+30
1555,1.21975673411085E+20,2.44778265433455E+31,2.54543006681765E+31,5.79749737816830E+30
1556,1.25947924307436E+20,2.54829089011266E+31,2.66938139040227E+31,6.07759797349273E+30
1557,1.29920175203787E+20,2.65025361812693E+31,2.79646752496800E+31,6.36465377416877E+30
1558,1.33892426100138E+20,2.75368468929379E+31,2.92674445107310E+31,6.65878754920852E+30
1559,1.37864676996489E+20,2.85859804586559E+31,3.06026891369347E+31,6.96012373246487E+30
1560,1.41836927892839E+20,2.96500772181809E+31,3.19709843035014E+31,7.26878844026331E+30
1561,1.47368568080660E+20,3.10579196614238E+31,3.37298271707147E+31,7.66602802185420E+30
1562,1.52900208268481E+20,3.24863662164338E+31,3.55338673435566E+31,8.07329119068310E+30
1563,1.58431848456302E+20,3.39635365539914E+31,3.74146736816035E+31,8.49774160823341E+30
1564,1.63963488644123E+20,3.55185544069520E+31,3.94058131295853E+31,8.94698716250998E+30
1565,1.69495128831943E+20,3.71012756665058E+31,4.14532096895489E+31,9.40873343662030E+30
1566,1.75026769019764E+20,3.87119887892841E+31,4.35579645397527E+31,9.88322211552031E+30
1567,1.80558409207585E+20,4.03509841788375E+31,4.57211947526547E+31,1.03706983463621E+31
1568,1.86090049395406E+20,4.20185541937973E+31,4.79440334683865E+31,1.08714107761262E+31
1569,1.91621689583226E+20,4.37149931560507E+31,5.02276300696488E+31,1.13856115895621E+31
1570,1.97153329771047E+20,4.54405973589353E+31,5.25731503580410E+31,1.19135565474389E+31
1571,2.04862024965095E+20,4.77025973800267E+31,5.55723402665081E+31,1.25892905720844E+31
1572,2.12570720159143E+20,5.00047494844545E+31,5.86561692898180E+31,1.32838139084177E+31
1573,2.20279415353191E+20,5.23474680847887E+31,6.18262769179310E+31,1.39974862110130E+31
1574,2.27988110547239E+20,5.47311703639460E+31,6.50843260367974E+31,1.47306722296077E+31
1575,2.35696805741287E+20,5.71562762866866E+31,6.84320031808900E+31,1.54837418638807E+31
1576,2.43405500935335E+20,5.96232086111333E+31,7.18710187877858E+31,1.62570702186747E+31
1577,2.51114196129383E+20,6.21323929003147E+31,7.54031074548106E+31,1.70510376596650E+31
1578,2.58822891323431E+20,6.46842575337324E+31,7.90300281977586E+31,1.78660298694773E+31
1579,2.66531586517479E+20,6.72792337189509E+31,8.27535647116970E+31,1.87024379042574E+31
1580,2.74240281711527E+20,6.99177555032115E+31,8.65755256338710E+31,1.95606582506956E+31
1581,2.84990500754619E+20,7.33834348971292E+31,9.14739889935401E+31,2.06616011193876E+31
1582,2.95740719797711E+20,7.69091187639672E+31,9.65071224705627E+31,2.17923938924480E+31
1583,3.06490938840803E+20,8.04954145781187E+31,1.01677470806861E+32,2.29535943861025E+31
1584,3.17241157883894E+20,8.41429338066949E+31,1.06987614295646E+32,2.41457681563446E+31
1585,3.27991376926986E+20,8.78522919258321E+31,1.12440169158031E+32,2.53694885806198E+31
1586,3.38741595970078E+20,9.16241084370273E+31,1.18037787922649E+32,2.66253369401588E+31
1587,3.49491815013170E+20,9.54590068835109E+31,1.23783159808297E+32,2.79139025029674E+31
1588,3.60242034056262E+20,9.93576148666496E+31,1.29679011109613E+32,2.92357826074731E+31
1589,3.70992253099354E+20,1.03320564062383E+32,1.35728105585818E+32,3.05915827468340E+31
1590,3.81742472142446E+20,1.07348490237695E+32,1.41933244852533E+32,3.19819166539140E+31
1591,3.96744951297644E+20,1.12649394635911E+32,1.49903919231362E+32,3.37693417422043E+31
1592,4.11747430452842E+20,1.18039916374078E+32,1.58088322978917E+32,3.56040739310777E+31
1593,4.26749909608041E+20,1.23520945820717E+32,1.66490399891725E+32,3.74869771096516E+31
1594,4.41752388763239E+20,1.29093379099893E+32,1.75114147741173E+32,3.94189269141279E+31
1595,4.56754867918437E+20,1.34758118114361E+32,1.83963618834934E+32,4.14008108495463E+31
1596,4.71757347073635E+20,1.40516070568738E+32,1.93042920582790E+32,4.34335284124907E+31
1597,4.86759826228834E+20,1.46368149992735E+32,2.02356216066894E+32,4.55179912147554E+31
1598,5.01762305384032E+20,1.52315275764433E+32,2.11907724616474E+32,4.76551231079749E+31
1599,5.16764784539230E+20,1.58358373133597E+32,2.21701722387035E+32,4.98458603092249E+31
1600,5.31767263694428E+20,1.64498373245045E+32,2.30297722543063E+32,5.20911515275976E+31
1601,5.52718893883989E+20,1.72593915663743E+32,2.41631481929241E+32,5.56791695373021E+31
1602,5.73670524073549E+20,1.80823227965238E+32,2.53152519151333E+32,5.94105700182190E+31
1603,5.94622154263110E+20,1.89187615030070E+32,2.64862661042098E+32,6.32886394987973E+31
1604,6.15573784452671E+20,1.97688390037185E+32,2.76763746052060E+32,6.73167144207779E+31
1605,6.36525414642231E+20,2.06326874496782E+32,2.88857624295494E+32,7.14981816820237E+31
1606,6.57477044831792E+20,2.15104398283214E+32,3.01146157596499E+32,7.58364791836592E+31
1607,6.78428675021352E+20,2.24022299667964E+32,3.13631219535150E+32,8.03350963815422E+31
1608,6.99380305210913E+20,2.33081925352681E+32,3.26314695493754E+32,8.49975748420942E+31
1609,7.20331935400474E+20,2.42284630502275E+32,3.39198482703185E+32,8.98275088025114E+31
1610,7.41283565590034E+20,2.51631778778082E+32,3.52284490289315E+32,9.48285457353839E+31
1611,7.70564266430841E+20,2.63978095824252E+32,3.69569334153953E+32,1.01097151472156E+32
1612,7.99844967271647E+20,2.76523987668837E+32,3.87133582736372E+32,1.07599736804843E+32
1613,8.29125668112454E+20,2.89271366552431E+32,4.04979913173403E+32,1.14341447353370E+32
1614,8.58406368953260E+20,3.02222156683011E+32,4.23111019356215E+32,1.21327504786895E+32
1615,8.87687069794066E+20,3.15378294282584E+32,4.41529611995618E+32,1.28563207633866E+32
1616,9.16967770634873E+20,3.28741727633916E+32,4.60238418687482E+32,1.36053932098382E+32
1617,9.46248471475679E+20,3.42314417127357E+32,4.79240183978299E+32,1.43805132882915E+32
1618,9.75529172316486E+20,3.56098335307753E+32,4.98537669430854E+32,1.51822344017420E+32
1619,1.00480987315729E+21,3.70095466921446E+32,5.18133653690025E+32,1.60111179694861E+32
1620,1.03409057399810E+21,3.84307808963374E+32,5.38030932548724E+32,1.68677335113208E+32
1621,1.07504056072842E+21,4.03113058204151E+32,5.64358281485812E+32,1.79474738970930E+32
1622,1.11599054745875E+21,4.22215923021703E+32,5.91102292230384E+32,1.90651875082842E+32
1623,1.15694053418907E+21,4.41619205597011E+32,6.18266887835816E+32,2.02216781275939E+32
1624,1.19789052091940E+21,4.61325725373674E+32,6.45856015523143E+32,2.14177611126481E+32
1625,1.23884050764972E+21,4.81338319124143E+32,6.73873646773800E+32,2.26542635168283E+32
1626,1.27979049438005E+21,5.01659841016159E+32,7.02323777422623E+32,2.39320242110287E+32
1627,1.32074048111037E+21,5.22293162679242E+32,7.31210427750939E+32,2.52518940063422E+32
1628,1.36169046784070E+21,5.43241173271372E+32,7.60537642579921E+32,2.66147357776852E+32
1629,1.40264045457102E+21,5.64506779545734E+32,7.90309491364028E+32,2.80214245883615E+32
1630,1.44359044130135E+21,5.86092905917647E+32,8.20530068284705E+32,2.94728478155756E+32
1631,1.50090098182101E+21,6.14703058105312E+32,8.60584281347437E+32,3.13112127896874E+32
1632,1.55821152234067E+21,6.43756847845161E+32,9.01259586983226E+32,3.32109100277433E+32
1633,1.61552206286034E+21,6.73258381356709E+32,9.42561733899392E+32,3.51731924718742E+32
1634,1.67283260338000E+21,7.03211789766454E+32,9.84496505673035E+32,3.71993306646452E+32
1635,1.73014314389967E+21,7.33621229202121E+32,1.02706972088297E+33,3.92906129292227E+32
1636,1.78745368441933E+21,7.64490880887007E+32,1.07028723324181E+33,4.14483455508948E+32
1637,1.84476422493899E+21,7.95824951234573E+32,1.11415493172840E+33,4.36738529599606E+32
1638,1.90207476545866E+21,8.27627671943166E+32,1.15867874072043E+33,4.59684779159902E+32
1639,1.95938530597832E+21,8.59903300090911E+32,1.20386462012727E+33,4.83335816934633E+32
1640,2.01669584649798E+21,8.92656118230827E+32,1.24971856552316E+33,5.07705442687985E+32
1641,2.09696034118860E+21,9.36137677085490E+32,1.31059274791969E+33,5.38704465051182E+32
1642,2.17722483587922E+21,9.80280298210801E+32,1.37239241749512E+33,5.70689894298786E+32
1643,2.25748933056984E+21,1.02508999875052E+33,1.43512599825072E+33,6.03681224165543E+32
1644,2.33775382526047E+21,1.07057283179438E+33,1.49880196451214E+33,6.37698215775754E+32
1645,2.41801831995109E+21,1.11673488651211E+33,1.56342884111695E+33,6.72760900328699E+32
1646,2.49828281464171E+21,1.16358228828761E+33,1.62901520360265E+33,7.08889581804013E+32
1647,2.57854730933233E+21,1.21112119885345E+33,1.69556967839483E+33,7.46104839687024E+32
1648,2.65881180402295E+21,1.25935781642561E+33,1.76310094299586E+33,7.84427531714242E+32
1649,2.73907629871357E+21,1.30829837583841E+33,1.83161772617377E+33,8.23878796639059E+32
1650,2.81934079340419E+21,1.35794914867970E+33,1.90112880815158E+33,8.64480057017777E+32
1651,2.93183249106102E+21,1.42396895311427E+33,1.99355653435998E+33,9.16325427456631E+32
1652,3.04432418871784E+21,1.49097348354226E+33,2.08736287695916E+33,9.69751255604094E+32
1653,3.15681588637467E+21,1.55897155756111E+33,2.18256018058555E+33,1.02478781771693E+33
1654,3.26930758403150E+21,1.62797204466001E+33,2.27916086252401E+33,1.08146579594588E+33
1655,3.38179928168833E+21,1.69798386641059E+33,2.37717741297482E+33,1.13981628233722E+33
1656,3.49429097934516E+21,1.76901599665786E+33,2.47662239532100E+33,1.19987078286347E+33
1657,3.60678267700198E+21,1.84107746171156E+33,2.57750844639619E+33,1.26166122148352E+33
1658,3.71927437465881E+21,1.91417734053784E+33,2.67984827675297E+33,1.32521994423216E+33
1659,3.83176607231564E+21,1.98832476495120E+33,2.78365467093169E+33,1.39057972333925E+33
1660,3.94425776997247E+21,2.06352891980696E+33,2.88894048772974E+33,1.45777376137879E+33
1661,4.10202808077137E+21,2.16368199032962E+33,3.02915478646147E+33,1.54387717245724E+33
1662,4.25979839157027E+21,2.26530149924221E+33,3.17142209893909E+33,1.63250431005555E+33
1663,4.41756870236917E+21,2.36840036857448E+33,3.31576051600428E+33,1.72370212208272E+33
1664,4.57533901316807E+21,2.47299159528886E+33,3.46218823340440E+33,1.81751817213032E+33
1665,4.73310932396697E+21,2.57908825155173E+33,3.61072355217242E+33,1.91400064543357E+33
1666,4.89087963476587E+21,2.68670348500534E+33,3.76138487900748E+33,2.01319835487516E+33
1667,5.04864994556477E+21,2.79585051904016E+33,3.91419072665623E+33,2.11516074703208E+33
1668,5.20642025636367E+21,2.90654265306768E+33,4.06915971429476E+33,2.21993790826573E+33
1669,5.36419056716257E+21,3.01879326279372E+33,4.22631056791121E+33,2.32758057085543E+33
1670,5.52196087796147E+21,3.13261580049224E+33,4.38566212068914E+33,2.43814011917559E+33
1671,5.74339150916773E+21,3.28442872865169E+33,4.59820022011236E+33,2.58026854809608E+33
1672,5.96482214037398E+21,3.43842490470509E+33,4.81379486658712E+33,2.72641472180092E+33
1673,6.18625277158024E+21,3.59462326692220E+33,5.03247257369108E+33,2.87665133363727E+33
1674,6.40768340278650E+21,3.75304286180888E+33,5.25426000653244E+33,3.03105201021509E+33
1675,6.62911403399275E+21,3.91370284449365E+33,5.47918398229111E+33,3.18969132028510E+33
1676,6.85054466519901E+21,4.07662247911487E+33,5.70727147076082E+33,3.35264478367953E+33
1677,7.07197529640526E+21,4.24182113920858E+33,5.93854959489201E+33,3.51998888031582E+33
1678,7.29340592761152E+21,4.40931830809709E+33,6.17304563133592E+33,3.69180105926384E+33
1679,7.51483655881778E+21,4.57913357927813E+33,6.41078701098938E+33,3.86815974787665E+33
1680,7.73626719002403E+21,4.75128665681481E+33,6.65180131954073E+33,4.04914436098531E+33
1681,8.04726513106300E+21,4.98123932246638E+33,6.97373505145293E+33,4.28250020204478E+33
1682,8.35826307210197E+21,5.21444172040114E+33,7.30021840856160E+33,4.52223472373747E+33
1683,8.66926101314094E+21,5.45092160854647E+33,7.63129025196506E+33,4.76846033199444E+33
1684,8.98025895417991E+21,5.69070690121918E+33,7.96698966170685E+33,5.02129084651657E+33
1685,9.29125689521887E+21,5.93382566967624E+33,8.30735593754673E+33,5.28084151399414E+33
1686,9.60225483625784E+21,6.19918351655041E+33,8.67885692317058E+33,5.56417269926194E+33
1687,9.91325277729681E+21,6.47739956637907E+33,9.06835939293070E+33,5.86331746228192E+33
1688,1.02242507183358E+22,6.76101071738503E+33,9.46541500433905E+33,6.17177521137890E+33
1689,1.05352486593747E+22,7.05006837748090E+33,9.87009572847325E+33,6.48973522103745E+33
1690,1.08462466004137E+22,7.34462425202253E+33,1.02824739528315E+34,6.81738934030762E+33
1691,1.12833503384104E+22,7.73113562251750E+33,1.08235898715245E+34,7.23580130413970E+33
1692,1.17204540764071E+22,8.12528640304111E+33,1.13754009642576E+34,7.66755794502013E+33
1693,1.21575578144037E+22,8.52714948981790E+33,1.19380092857451E+34,8.11293118580550E+33
1694,1.25946615524004E+22,8.93679820004851E+33,1.25115174800679E+34,8.57219664027703E+33
1695,1.30317652903971E+22,9.35430627337165E+33,1.30960287827203E+34,9.04563364876736E+33
1696,1.34688690283938E+22,9.77974787332918E+33,1.36916470226609E+34,9.53352531403733E+33
1697,1.39059727663904E+22,1.02131975888334E+34,1.42984766243667E+34,1.00361585374031E+34
1698,1.43430765043871E+22,1.06547304356370E+34,1.49166226098918E+34,1.05538240551159E+34
1699,1.47801802423838E+22,1.11044218578051E+34,1.55461906009272E+34,1.10868164749935E+34
1700,1.52172839803805E+22,1.15623477291903E+34,1.61872868208664E+34,1.16354343133082E+34
1701,1.58320622531878E+22,1.21651066621464E+34,1.70311493270049E+34,1.23384476498173E+34
1702,1.64468405259952E+22,1.27793173413006E+34,1.78910442778208E+34,1.30629981276908E+34
1703,1.70616187988026E+22,1.34050868066897E+34,1.87671215293655E+34,1.38095090545614E+34
1704,1.76763970716100E+22,1.40425227070081E+34,1.96595317898114E+34,1.45784093430977E+34
1705,1.82911753444173E+22,1.46917333016936E+34,2.05684266223710E+34,1.53701335640993E+34
1706,1.89059536172247E+22,1.53528274630168E+34,2.14939584482235E+34,1.61851219999593E+34
1707,1.95207318900321E+22,1.60259146781739E+34,2.24362805494434E+34,1.70238206984936E+34
1708,2.01355101628395E+22,1.67111050513830E+34,2.33955470719363E+34,1.78866815271402E+34
1709,2.07502884356468E+22,1.74085093059844E+34,2.43719130283782E+34,1.87741622275299E+34
1710,2.13650667084542E+22,1.81182387865436E+34,2.53655343011610E+34,1.96867264704307E+34
1711,2.22303519101466E+22,1.90551318211757E+34,2.66771845496460E+34,2.08599077302735E+34
1712,2.30956371118390E+22,2.00091812667079E+34,2.80128537733910E+34,2.20677051658892E+34
1713,2.39609223135314E+22,2.09805443071398E+34,2.93727620299957E+34,2.33107765969499E+34
1714,2.48262075152238E+22,2.19693790067801E+34,3.07571306094922E+34,2.45897883489112E+34
1715,2.56914927169162E+22,2.29758443132239E+34,3.21661820385135E+34,2.59054153321269E+34
1716,2.65567779186086E+22,2.40001000603339E+34,3.36001400844675E+34,2.72583411215014E+34
1717,2.74220631203010E+22,2.50423069712273E+34,3.50592297597183E+34,2.86492580366810E+34
1718,2.82873483219934E+22,2.61026266612674E+34,3.65436773257743E+34,3.00788672227877E+34
1719,2.91526335236858E+22,2.71812216410599E+34,3.80537102974838E+34,3.15478787316979E+34
1720,3.00179187253782E+22,2.82782553194546E+34,3.95895574472364E+34,3.30570116038677E+34
1721,3.12366462256286E+22,2.97302899003353E+34,4.16224058604695E+34,3.50030531004341E+34
1722,3.24553737258789E+22,3.12080137617907E+34,4.36912192665070E+34,3.70045291590949E+34
1723,3.36741012261293E+22,3.27116577382712E+34,4.57963208335797E+34,3.90624604037799E+34
1724,3.48928287263797E+22,3.42414539378710E+34,4.79380355130194E+34,4.11778803578414E+34
1725,3.61115562266300E+22,3.57976357465789E+34,5.01166900452105E+34,4.33518355619196E+34
1726,3.73302837268804E+22,3.73804378325362E+34,5.23326129655507E+34,4.55853856925964E+34
1727,3.85490112271307E+22,3.89900961502998E+34,5.45861346104197E+34,4.78796036818403E+34
1728,3.97677387273811E+22,4.06268479451147E+34,5.68775871231606E+34,5.02355758372472E+34
1729,4.09864662276315E+22,4.22909317571913E+34,5.92073044600679E+34,5.26544019630798E+34
1730,4.22051937278818E+22,4.39825874259908E+34,6.15756223963872E+34,5.51371954821109E+34
1731,4.39229451126066E+22,4.62272601045593E+34,6.47181641463831E+34,5.83479954662570E+34
1732,4.56406964973314E+22,4.85103807937508E+34,6.79145331112512E+34,6.16472788724430E+34
1733,4.73584478820562E+22,5.08322885187298E+34,7.11652039262218E+34,6.50366269245073E+34
1734,4.90761992667810E+22,5.31933241480424E+34,7.44706538072593E+34,6.85176403973964E+34
1735,5.07939506515058E+22,5.55938303996884E+34,7.78313625595637E+34,7.20919397927380E+34
1736,5.25117020362306E+22,5.80341518472035E+34,8.12478125860849E+34,7.57611655155698E+34
1737,5.42294534209554E+22,6.05146349257508E+34,8.47204888960511E+34,7.95269780522304E+34
1738,5.59472048056802E+22,6.30356279382223E+34,8.82498791135113E+34,8.33910581494174E+34
1739,5.76649561904050E+22,6.55974810613503E+34,9.18364734858904E+34,8.73551069944178E+34
1740,5.93827075751298E+22,6.82005463518281E+34,9.54807648925593E+34,9.14208463965173E+34
1741,6.18055220441951E+22,7.16626891163021E+34,1.00327764762823E+35,9.66930711357174E+34
1742,6.42283365132604E+22,7.51823514785283E+34,1.05255292069940E+35,1.02106117052054E+35
1743,6.66511509823257E+22,7.87600314170271E+34,1.10264043983838E+35,1.07662430639240E+35
1744,6.90739654513911E+22,8.23962295792683E+34,1.15354721410976E+35,1.13364488007985E+35
1745,7.14967799204564E+22,8.60914492903505E+34,1.20528029006491E+35,1.19214795147495E+35
1746,7.39195943895217E+22,8.98461965616939E+34,1.25784675186371E+35,1.25215888188684E+35
1747,7.63424088585870E+22,9.36609800997476E+34,1.31125372139647E+35,1.31370333669073E+35
1748,7.87652233276523E+22,9.75363113147096E+34,1.36550835840593E+35,1.37680728799417E+35
1749,8.11880377967176E+22,1.01472704329262E+35,1.42061786060966E+35,1.44149701732046E+35
1750,8.36108522657829E+22,1.05470675987317E+35,1.47658946382244E+35,1.50779911830934E+35
1751,8.70305361234534E+22,1.10799875167689E+35,1.55119825234764E+35,1.59399855500668E+35
1752,9.04502199811240E+22,1.16215094385043E+35,1.62701132139061E+35,1.68243323158353E+35
1753,9.38699038387945E+22,1.21717065190283E+35,1.70403891266397E+35,1.77314095459562E+35
1754,9.72895876964651E+22,1.27306523000001E+35,1.78229132200001E+35,1.86615997903501E+35
1755,1.00709271554136E+23,1.32984207108890E+35,1.86177889952446E+35,1.96152901222468E+35
1756,1.04128955411806E+23,1.38750860702174E+35,1.94251204983044E+35,2.05928721773814E+35
1757,1.07548639269477E+23,1.44607230868067E+35,2.02450123215293E+35,2.15947421934408E+35
1758,1.10968323127147E+23,1.50554068610230E+35,2.10775696054321E+35,2.26213010497603E+35
1759,1.14388006984818E+23,1.56592128860276E+35,2.19228980404386E+35,2.36729543072752E+35
1760,1.17807690842488E+23,1.62722170490266E+35,2.27811038686372E+35,2.47501122487232E+35
1761,1.22637806167030E+23,1.70910562552059E+35,2.39274787572883E+35,2.61539813259227E+35
1762,1.27467921491572E+23,1.79227555918732E+35,2.50918578286225E+35,2.75932452134721E+35
1763,1.32298036816114E+23,1.87674225423918E+35,2.62743915593486E+35,2.90684875000855E+35
1764,1.37128152140657E+23,1.96251651502417E+35,2.74752312103383E+35,3.05802985613677E+35
1765,1.41958267465199E+23,2.04960920207946E+35,2.86945288291125E+35,3.21292756178140E+35
1766,1.46788382789741E+23,2.13803123230942E+35,2.99324372523319E+35,3.37160227931782E+35
1767,1.51618498114283E+23,2.22779357916366E+35,3.11891101082913E+35,3.53411511732062E+35
1768,1.56448613438825E+23,2.31890727281550E+35,3.24647018194169E+35,3.70052788647395E+35
1769,1.61278728763367E+23,2.41138340034065E+35,3.37593676047690E+35,3.87090310551897E+35
1770,1.66108844087909E+23,2.50523310589621E+35,3.50732634825469E+35,4.04530400723849E+35
1771,1.72935917579922E+23,2.63084700243221E+35,3.68318580340509E+35,4.27313812912660E+35
1772,1.79762991071935E+23,2.75838298034100E+35,3.86173617247740E+35,4.50656480399273E+35
1773,1.86590064563948E+23,2.88785683419282E+35,4.04299956786995E+35,4.74567402383428E+35
1774,1.93417138055961E+23,3.01928443974700E+35,4.22699821564580E+35,4.99055680741132E+35
1775,2.00244211547974E+23,3.15268175420623E+35,4.41375445588873E+35,5.24130520888400E+35
1776,2.07071285039987E+23,3.28806481647124E+35,4.60329074305973E+35,5.49801232650367E+35
1777,2.13898358532001E+23,3.42544974739579E+35,4.79562964635411E+35,5.76077231135811E+35
1778,2.20725432024014E+23,3.56485275004214E+35,4.99079385005899E+35,6.02968037617071E+35
1779,2.27552505516027E+23,3.70629010993684E+35,5.18880615391157E+35,6.30483280415445E+35
1780,2.34379579008040E+23,3.84977819532697E+35,5.38968947345775E+35,6.58632695792032E+35
1781,2.44036017663171E+23,4.04219890323741E+35,5.65907846453237E+35,6.95489669053307E+35
1782,2.53692456318302E+23,4.23749168870315E+35,5.93248836418440E+35,7.33228544166078E+35
1783,2.63348894973434E+23,4.43567976577894E+35,6.20995167209052E+35,7.71863185338785E+35
1784,2.73005333628565E+23,4.63678646624984E+35,6.49150105274977E+35,8.11407612060042E+35
1785,2.82661772283696E+23,4.84083523999546E+35,6.77716933599365E+35,8.51876000384911E+35
1786,2.92318210938828E+23,5.04784965535475E+35,7.06698951749665E+35,8.93282684229050E+35
1787,3.01974649593959E+23,5.25785339949118E+35,7.36099475928764E+35,9.35642156670780E+35
1788,3.11631088249090E+23,5.47087027875875E+35,7.65921839026225E+35,9.78969071261155E+35
1789,3.21287526904221E+23,5.68692421906834E+35,7.96169390669568E+35,1.02327824334198E+36
1790,3.30943965559353E+23,5.90603926625467E+35,8.26845497275653E+35,1.06858465137192E+36
1791,3.44611951336954E+23,6.20041719273724E+35,8.68058406983214E+35,1.12803462549422E+36
1792,3.58279937114556E+23,6.49908588404342E+35,9.09872023766079E+35,1.18887277754761E+36
1793,3.71947922892157E+23,6.80207946553368E+35,9.52291125174715E+35,1.25112044850829E+36
1794,3.85615908669758E+23,7.10943223335487E+35,9.95320512669682E+35,1.31479921411307E+36
1795,3.99283894447360E+23,7.42117865496221E+35,1.03896501169471E+36,1.37993088677484E+36
1796,4.12951880224961E+23,7.73735336964193E+35,1.08322947174987E+36,1.44653751750960E+36
1797,4.26619866002563E+23,8.08245293394985E+35,1.13154341075298E+36,1.51923941376323E+36
1798,4.40287851780164E+23,8.44432882172520E+35,1.18220603504153E+36,1.59583112218023E+36
1799,4.53955837557766E+23,8.81323743027791E+35,1.23385324023891E+36,1.67451511175280E+36
1800,4.67623823335367E+23,9.18923933116703E+35,1.28649350636338E+36,1.74595547292174E+36
1801,4.86983449621451E+23,9.68559623618204E+35,1.35598347306549E+36,1.84026328487459E+36
1802,5.06343075907536E+23,1.01918944859273E+36,1.42686522802982E+36,1.93645995232619E+36
1803,5.25702702193620E+23,1.07082201060445E+36,1.49915081484623E+36,2.03456182014846E+36
1804,5.45062328479704E+23,1.12346595594440E+36,1.57285233832216E+36,2.13458531629437E+36
1805,5.64421954765788E+23,1.17712997476252E+36,1.64798196466752E+36,2.23654695204878E+36
1806,5.83781581051873E+23,1.23182280119988E+36,1.72455192167983E+36,2.34046332227977E+36
1807,6.03141207337957E+23,1.28755321352118E+36,1.80257449892966E+36,2.44635110569025E+36
1808,6.22500833624041E+23,1.34433003424735E+36,1.88206204794629E+36,2.55422706506996E+36
1809,6.41860459910126E+23,1.40216213028837E+36,1.96302698240372E+36,2.66410804754791E+36
1810,6.61220086196210E+23,1.46105841307635E+36,2.04548177830689E+36,2.77601098484506E+36
1811,6.88660719773353E+23,1.53908808473451E+36,2.15472331862832E+36,2.92426736099558E+36
1812,7.16101353350496E+23,1.61861056015630E+36,2.26605478421882E+36,3.07536006429697E+36
1813,7.43541986927638E+23,1.69963850401882E+36,2.37949390562635E+36,3.22931315763576E+36
1814,7.70982620504781E+23,1.78218464448402E+36,2.49505850227763E+36,3.38615082451964E+36
1815,7.98423254081924E+23,1.86626177338812E+36,2.61276648274337E+36,3.54589736943743E+36
1816,8.25863887659067E+23,1.95188274643138E+36,2.73263584500393E+36,3.70857721821962E+36
